,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
1159,Fall,0,1, Clear + Few clouds,28.7,32.575,65,6.0032,1344556800000000000,0,Friday,August,85
1160,Spring,0,1, Mist + Cloudy ,7.38,9.85,51,11.0014,1294704000000000000,9,Tuesday,January,130
1161,Winter,0,1, Clear + Few clouds,16.4,20.455,76,8.9981,1320192000000000000,19,Wednesday,November,282
1162,Winter,0,0, Clear + Few clouds,8.2,10.605,75,11.0014,1324080000000000000,21,Saturday,December,96
1163,Fall,0,1, Clear + Few clouds,24.6,28.03,81,7.0015,1315872000000000000,8,Tuesday,September,425
1164,Fall,0,1, Clear + Few clouds,27.88,31.82,74,15.0013,1310947200000000000,7,Monday,July,277
1165,Fall,0,1, Mist + Cloudy ,31.16,35.605,58,8.9981,1341964800000000000,11,Wednesday,July,229
1166,Spring,0,1, Mist + Cloudy ,24.6,31.06,53,15.0013,1300406400000000000,23,Friday,March,86
1167,Summer,0,1, Clear + Few clouds,22.14,25.76,60,0.0,1305072000000000000,21,Wednesday,May,234
1168,Winter,0,1, Mist + Cloudy ,14.76,16.665,81,26.0027,1352764800000000000,4,Tuesday,November,9
1169,Spring,0,1," Light Snow, Light Rain",13.12,15.15,93,15.0013,1326240000000000000,19,Wednesday,January,93
1170,Fall,0,1, Clear + Few clouds,28.7,33.335,79,12.998,1315526400000000000,18,Friday,September,410
1171,Spring,0,1, Clear + Few clouds,14.76,17.425,50,8.9981,1328572800000000000,20,Tuesday,February,212
1172,Summer,0,1, Clear + Few clouds,21.32,25.0,59,7.0015,1337299200000000000,0,Friday,May,70
1173,Winter,0,1, Mist + Cloudy ,16.4,20.455,87,6.0032,1317686400000000000,0,Tuesday,October,27
1174,Winter,0,1, Clear + Few clouds,9.84,12.88,70,7.0015,1323302400000000000,23,Thursday,December,61
1175,Summer,0,1, Clear + Few clouds,30.34,32.575,37,16.9979,1339113600000000000,13,Friday,June,416
1176,Fall,1,0, Mist + Cloudy ,29.52,34.09,70,12.998,1315180800000000000,12,Monday,September,353
1177,Summer,0,1, Clear + Few clouds,24.6,31.06,56,19.9995,1308009600000000000,21,Tuesday,June,243
1178,Spring,0,0, Mist + Cloudy ,9.84,10.605,56,19.9995,1295136000000000000,7,Sunday,January,3
1179,Summer,0,1, Clear + Few clouds,18.86,22.725,31,12.998,1333929600000000000,2,Monday,April,6
1180,Fall,0,1, Clear + Few clouds,20.5,24.24,72,6.0032,1347408000000000000,6,Wednesday,September,205
1181,Summer,0,0," Light Snow, Light Rain",21.32,25.0,100,6.0032,1305331200000000000,13,Saturday,May,248
1182,Summer,0,1, Clear + Few clouds,30.34,34.85,70,19.0012,1306886400000000000,21,Wednesday,June,190
1183,Summer,0,0, Mist + Cloudy ,18.04,21.97,77,8.9981,1304208000000000000,8,Sunday,May,59
1184,Summer,0,0, Clear + Few clouds,31.98,37.12,59,19.0012,1307836800000000000,13,Sunday,June,373
1185,Winter,0,0, Mist + Cloudy ,14.76,18.18,100,6.0032,1354924800000000000,7,Saturday,December,39
1186,Fall,0,1, Clear + Few clouds,26.24,29.545,78,8.9981,1312502400000000000,6,Friday,August,101
1187,Summer,0,1, Mist + Cloudy ,29.52,33.335,58,12.998,1339372800000000000,21,Monday,June,250
1188,Summer,0,1, Mist + Cloudy ,21.32,25.0,77,8.9981,1336348800000000000,0,Monday,May,34
1189,Fall,0,1, Clear + Few clouds,28.7,33.335,84,12.998,1344297600000000000,0,Tuesday,August,47
1190,Winter,0,1, Clear + Few clouds,12.3,16.665,87,0.0,1320796800000000000,5,Wednesday,November,28
1191,Spring,0,1, Clear + Few clouds,18.04,21.97,35,16.9979,1328572800000000000,16,Tuesday,February,276
1192,Winter,0,1, Clear + Few clouds,21.32,25.0,68,12.998,1354579200000000000,12,Tuesday,December,312
1193,Spring,0,1, Mist + Cloudy ,8.2,10.605,86,11.0014,1326153600000000000,4,Tuesday,January,4
1194,Spring,0,1, Clear + Few clouds,8.2,9.09,40,19.0012,1294876800000000000,17,Thursday,January,162
1195,Spring,0,0, Mist + Cloudy ,9.84,10.605,52,19.0012,1329609600000000000,7,Sunday,February,14
1196,Spring,0,1, Mist + Cloudy ,7.38,8.335,40,19.0012,1325635200000000000,16,Wednesday,January,131
1197,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,11.0014,1350604800000000000,6,Friday,October,131
1198,Spring,0,1, Clear + Few clouds,8.2,10.605,80,8.9981,1326240000000000000,7,Wednesday,January,256
1199,Spring,0,1, Clear + Few clouds,16.4,20.455,35,12.998,1329436800000000000,20,Friday,February,171
1200,Summer,0,0, Clear + Few clouds,26.24,28.79,89,16.9979,1307836800000000000,2,Sunday,June,66
1201,Summer,0,0, Mist + Cloudy ,15.58,19.695,87,6.0032,1302307200000000000,23,Saturday,April,57
1202,Spring,1,0, Clear + Few clouds,8.2,9.09,55,22.0028,1326672000000000000,12,Monday,January,185
1203,Spring,0,0, Clear + Few clouds,6.56,6.82,43,22.0028,1294531200000000000,19,Sunday,January,41
1204,Spring,0,0, Clear + Few clouds,22.14,25.76,45,8.9981,1325894400000000000,18,Saturday,January,297
1205,Summer,0,0," Light Snow, Light Rain",21.32,25.0,83,39.0007,1302912000000000000,14,Saturday,April,63
1206,Winter,0,1, Mist + Cloudy ,13.94,15.15,61,19.9995,1355184000000000000,8,Tuesday,December,724
1207,Spring,0,1, Clear + Few clouds,11.48,14.395,61,8.9981,1328572800000000000,1,Tuesday,February,14
1208,Spring,0,1, Clear + Few clouds,11.48,13.635,45,16.9979,1298937600000000000,11,Tuesday,March,56
1209,Winter,0,1, Clear + Few clouds,26.24,31.06,41,19.0012,1317772800000000000,14,Wednesday,October,190
1210,Spring,0,0," Light Snow, Light Rain",17.22,21.21,77,19.9995,1293926400000000000,6,Sunday,January,2
1211,Spring,0,1, Clear + Few clouds,9.02,13.635,80,0.0,1326240000000000000,3,Wednesday,January,4
1212,Spring,0,1, Clear + Few clouds,5.74,5.305,26,31.0009,1325548800000000000,17,Tuesday,January,245
1213,Summer,1,0, Clear + Few clouds,32.8,34.85,31,26.0027,1334534400000000000,18,Monday,April,676
1214,Summer,0,0, Clear + Few clouds,22.96,26.515,68,8.9981,1336780800000000000,22,Saturday,May,274
1215,Spring,0,1, Clear + Few clouds,6.56,11.365,64,0.0,1294272000000000000,1,Thursday,January,4
1216,Winter,0,0," Light Snow, Light Rain",16.4,20.455,76,23.9994,1317427200000000000,10,Saturday,October,121
1217,Spring,0,0, Mist + Cloudy ,18.86,22.725,94,12.998,1293926400000000000,3,Sunday,January,6
1218,Winter,0,1, Clear + Few clouds,17.22,21.21,77,7.0015,1320624000000000000,11,Monday,November,128
1219,Winter,0,0, Clear + Few clouds,17.22,21.21,82,11.0014,1354924800000000000,16,Saturday,December,507
1220,Summer,0,0, Clear + Few clouds,21.32,25.0,63,8.9981,1304812800000000000,8,Sunday,May,86
1221,Winter,0,1, Clear + Few clouds,23.78,27.275,56,19.0012,1317686400000000000,15,Tuesday,October,194
1222,Winter,0,1, Clear + Few clouds,24.6,31.06,40,11.0014,1349827200000000000,14,Wednesday,October,271
1223,Spring,0,0, Clear + Few clouds,21.32,25.0,42,7.0015,1325894400000000000,19,Saturday,January,215
1224,Winter,0,1, Clear + Few clouds,25.42,28.79,83,12.998,1318464000000000000,22,Thursday,October,114
1225,Fall,0,0, Mist + Cloudy ,30.34,34.85,70,19.0012,1312588800000000000,10,Saturday,August,290
1226,Summer,0,0, Mist + Cloudy ,28.7,31.82,21,12.998,1336780800000000000,16,Saturday,May,591
1227,Fall,0,1, Clear + Few clouds,29.52,34.09,70,7.0015,1342656000000000000,4,Thursday,July,8
1228,Winter,0,0," Light Snow, Light Rain",14.76,16.665,81,16.9979,1317513600000000000,15,Sunday,October,173
1229,Spring,0,1, Clear + Few clouds,15.58,19.695,66,16.9979,1300320000000000000,0,Thursday,March,23
1230,Spring,0,1, Mist + Cloudy ,17.22,21.21,77,12.998,1297987200000000000,9,Friday,February,169
1231,Spring,0,1," Light Snow, Light Rain",13.94,16.665,87,12.998,1326240000000000000,18,Wednesday,January,98
1232,Spring,0,0, Mist + Cloudy ,18.04,21.97,94,16.9979,1293926400000000000,1,Sunday,January,17
1233,Winter,0,1," Light Snow, Light Rain",18.86,22.725,100,15.0013,1323216000000000000,2,Wednesday,December,6
1234,Fall,0,0, Clear + Few clouds,25.42,31.06,50,7.0015,1347753600000000000,10,Sunday,September,490
1235,Fall,0,1, Clear + Few clouds,21.32,25.0,83,0.0,1347494400000000000,4,Thursday,September,6
1236,Fall,0,0, Clear + Few clouds,29.52,35.605,84,7.0015,1312675200000000000,21,Sunday,August,136
1237,Summer,0,0, Clear + Few clouds,23.78,27.275,46,19.0012,1338595200000000000,11,Saturday,June,536
1238,Summer,0,1, Mist + Cloudy ,23.78,27.275,46,8.9981,1338854400000000000,15,Tuesday,June,272
1239,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,8.9981,1318377600000000000,19,Wednesday,October,109
1240,Spring,0,1, Clear + Few clouds,5.74,6.06,50,19.9995,1294876800000000000,5,Thursday,January,3
1241,Spring,0,1, Clear + Few clouds,20.5,24.24,68,31.0009,1331164800000000000,10,Thursday,March,138
1242,Fall,0,1, Mist + Cloudy ,30.34,12.12,55,26.0027,1345161600000000000,19,Friday,August,491
1243,Winter,0,1, Clear + Few clouds,12.3,16.665,87,0.0,1320192000000000000,2,Wednesday,November,2
1244,Summer,0,1, Mist + Cloudy ,24.6,31.06,46,27.9993,1333497600000000000,12,Wednesday,April,283
1245,Summer,0,1, Clear + Few clouds,21.32,25.0,23,11.0014,1334016000000000000,13,Tuesday,April,283
1246,Fall,0,1, Clear + Few clouds,28.7,32.575,48,6.0032,1313020800000000000,21,Thursday,August,206
1247,Spring,0,0, Clear + Few clouds,6.56,7.575,47,12.998,1326499200000000000,1,Saturday,January,50
1248,Fall,0,1, Clear + Few clouds,30.34,33.335,51,22.0028,1315872000000000000,14,Tuesday,September,190
1249,Summer,0,1, Mist + Cloudy ,26.24,28.79,89,12.998,1338508800000000000,7,Friday,June,402
1250,Spring,0,1, Clear + Few clouds,8.2,10.605,40,11.0014,1296691200000000000,18,Thursday,February,147
1251,Spring,0,1, Clear + Few clouds,6.56,6.06,55,30.0026,1294790400000000000,22,Wednesday,January,33
1252,Winter,0,0, Clear + Few clouds,13.94,17.425,53,7.0015,1350086400000000000,8,Saturday,October,174
1253,Summer,0,1, Clear + Few clouds,20.5,24.24,27,16.9979,1333324800000000000,18,Monday,April,618
1254,Winter,0,1, Clear + Few clouds,18.86,22.725,63,8.9981,1320278400000000000,18,Thursday,November,433
1255,Winter,0,0, Clear + Few clouds,10.66,11.365,60,22.0028,1320451200000000000,5,Saturday,November,2
1256,Fall,0,1, Mist + Cloudy ,22.14,25.76,45,11.0014,1316131200000000000,14,Friday,September,225
1257,Spring,0,0, Clear + Few clouds,5.74,3.79,43,43.0006,1328918400000000000,21,Saturday,February,48
1258,Fall,0,1, Clear + Few clouds,32.8,38.635,59,12.998,1310947200000000000,12,Monday,July,165
1259,Winter,0,1, Clear + Few clouds,15.58,19.695,46,26.0027,1349913600000000000,8,Thursday,October,798
1260,Summer,0,1, Clear + Few clouds,25.42,31.06,38,19.9995,1304899200000000000,18,Monday,May,524
1261,Spring,0,0, Mist + Cloudy ,12.3,13.635,49,22.0028,1329609600000000000,18,Sunday,February,167
1262,Summer,0,0, Clear + Few clouds,26.24,31.06,36,11.0014,1338595200000000000,19,Saturday,June,554
1263,Fall,0,0, Clear + Few clouds,20.5,24.24,72,15.0013,1316217600000000000,22,Saturday,September,143
1264,Winter,0,1, Mist + Cloudy ,12.3,15.15,56,11.0014,1355270400000000000,10,Wednesday,December,136
1265,Fall,0,1, Mist + Cloudy ,28.7,32.575,54,12.998,1347580800000000000,13,Friday,September,408
1266,Winter,0,1, Mist + Cloudy ,13.12,14.395,53,23.9994,1352246400000000000,14,Wednesday,November,161
1267,Winter,0,1, Mist + Cloudy ,22.14,25.76,77,12.998,1350518400000000000,21,Thursday,October,283
1268,Winter,0,1, Clear + Few clouds,10.66,13.635,56,7.0015,1323302400000000000,19,Thursday,December,232
1269,Spring,0,1, Clear + Few clouds,10.66,12.12,30,19.0012,1294012800000000000,14,Monday,January,77
1270,Winter,0,1, Clear + Few clouds,22.14,25.76,56,7.0015,1350432000000000000,17,Wednesday,October,888
1271,Winter,0,0, Clear + Few clouds,9.84,12.88,65,7.0015,1322870400000000000,6,Saturday,December,11
1272,Winter,0,1, Mist + Cloudy ,21.32,25.0,88,7.0015,1318291200000000000,3,Tuesday,October,3
1273,Fall,0,1, Mist + Cloudy ,28.7,32.575,58,11.0014,1344470400000000000,21,Thursday,August,336
1274,Summer,0,1," Light Snow, Light Rain",19.68,23.485,82,11.0014,1338854400000000000,5,Tuesday,June,36
1275,Winter,0,0, Clear + Few clouds,17.22,21.21,94,6.0032,1318032000000000000,7,Saturday,October,73
1276,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,1350000000000000000,7,Friday,October,392
1277,Summer,0,1, Clear + Few clouds,21.32,25.0,100,8.9981,1305676800000000000,6,Wednesday,May,101
1278,Spring,0,1, Clear + Few clouds,18.86,22.725,67,16.9979,1297987200000000000,3,Friday,February,8
1279,Spring,0,1, Mist + Cloudy ,9.84,14.395,75,0.0,1296518400000000000,17,Tuesday,February,176
1280,Fall,0,0, Clear + Few clouds,31.16,34.09,40,7.0015,1344729600000000000,16,Sunday,August,513
1281,Fall,0,1, Clear + Few clouds,29.52,32.575,45,15.0013,1347580800000000000,18,Friday,September,808
1282,Spring,0,0, Clear + Few clouds,26.24,31.06,50,0.0,1331942400000000000,16,Saturday,March,685
1283,Winter,0,0, Mist + Cloudy ,14.76,17.425,81,12.998,1317513600000000000,18,Sunday,October,174
1284,Spring,0,1, Clear + Few clouds,9.02,9.09,35,35.0008,1297123200000000000,16,Tuesday,February,83
1285,Spring,0,1, Mist + Cloudy ,13.94,14.395,42,35.0008,1331251200000000000,8,Friday,March,501
1286,Fall,0,1, Clear + Few clouds,31.16,36.365,70,16.9979,1343952000000000000,22,Friday,August,202
1287,Winter,0,0," Light Snow, Light Rain",16.4,20.455,82,12.998,1349568000000000000,18,Sunday,October,106
1288,Winter,0,0, Mist + Cloudy ,14.76,18.94,100,0.0,1354924800000000000,20,Saturday,December,182
1289,Spring,0,1, Clear + Few clouds,10.66,14.395,56,6.0032,1328832000000000000,4,Friday,February,2
1290,Fall,0,1, Clear + Few clouds,34.44,40.91,56,6.0032,1311033600000000000,12,Tuesday,July,153
1291,Spring,0,1, Clear + Few clouds,22.14,25.76,73,19.0012,1331596800000000000,11,Tuesday,March,219
1292,Spring,0,1, Clear + Few clouds,4.92,7.575,93,8.9981,1294790400000000000,6,Wednesday,January,16
1293,Winter,0,0, Clear + Few clouds,13.12,16.665,87,7.0015,1352592000000000000,8,Sunday,November,119
1294,Fall,0,1, Clear + Few clouds,36.08,40.91,44,19.0012,1310428800000000000,17,Tuesday,July,428
1295,Fall,0,1, Clear + Few clouds,22.96,26.515,52,19.0012,1347235200000000000,0,Monday,September,41
1296,Summer,0,1, Mist + Cloudy ,16.4,20.455,100,19.9995,1302652800000000000,0,Wednesday,April,15
1297,Fall,0,1, Clear + Few clouds,29.52,32.575,37,15.0013,1310601600000000000,11,Thursday,July,148
1298,Summer,0,1, Clear + Few clouds,24.6,30.305,60,19.0012,1339632000000000000,7,Thursday,June,506
1299,Summer,0,0, Mist + Cloudy ,13.94,17.425,87,7.0015,1302307200000000000,9,Saturday,April,98
1300,Spring,0,1, Mist + Cloudy ,14.76,17.425,50,11.0014,1329177600000000000,19,Tuesday,February,281
1301,Fall,0,1, Mist + Cloudy ,28.7,33.335,79,8.9981,1312329600000000000,15,Wednesday,August,118
1302,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,19.0012,1318377600000000000,14,Wednesday,October,78
1303,Spring,0,1, Mist + Cloudy ,14.76,16.665,71,19.9995,1299628800000000000,15,Wednesday,March,79
1304,Winter,0,1, Mist + Cloudy ,18.86,22.725,88,6.0032,1349827200000000000,6,Wednesday,October,175
1305,Winter,0,1, Clear + Few clouds,18.86,22.725,88,7.0015,1350604800000000000,23,Friday,October,131
1306,Summer,0,1, Clear + Few clouds,16.4,20.455,40,23.9994,1334102400000000000,19,Wednesday,April,384
1307,Fall,0,1, Clear + Few clouds,29.52,34.85,79,0.0,1344384000000000000,1,Wednesday,August,23
1308,Fall,0,1, Clear + Few clouds,31.16,34.09,48,22.0028,1313452800000000000,12,Tuesday,August,162
1309,Spring,0,0, Clear + Few clouds,9.02,11.365,47,11.0014,1293926400000000000,23,Sunday,January,8
1310,Fall,0,1, Clear + Few clouds,28.7,33.335,79,6.0032,1309910400000000000,6,Wednesday,July,121
1311,Spring,0,1, Clear + Few clouds,5.74,6.06,39,23.9994,1297296000000000000,11,Thursday,February,45
1312,Spring,0,1, Clear + Few clouds,4.1,5.305,54,15.0013,1329091200000000000,6,Monday,February,72
1313,Fall,0,0, Mist + Cloudy ,27.88,31.82,83,26.0027,1313193600000000000,22,Saturday,August,154
1314,Spring,0,0, Mist + Cloudy ,7.38,9.85,51,11.0014,1294444800000000000,0,Saturday,January,25
1315,Spring,0,1, Clear + Few clouds,14.76,16.665,34,19.0012,1330992000000000000,17,Tuesday,March,446
1316,Summer,0,0, Mist + Cloudy ,22.96,26.515,83,19.0012,1336176000000000000,23,Saturday,May,149
1317,Spring,0,1, Clear + Few clouds,22.14,25.76,42,23.9994,1331078400000000000,19,Wednesday,March,361
1318,Summer,0,0, Clear + Few clouds,21.32,25.0,42,11.0014,1336780800000000000,0,Saturday,May,136
1319,Summer,0,0, Mist + Cloudy ,13.94,17.425,81,6.0032,1333238400000000000,5,Sunday,April,18
1320,Fall,0,0, Mist + Cloudy ,27.06,29.545,94,16.9979,1347062400000000000,5,Saturday,September,15
1321,Spring,0,1, Mist + Cloudy ,6.56,9.09,74,8.9981,1299196800000000000,5,Friday,March,7
1322,Fall,0,0, Mist + Cloudy ,20.5,24.24,72,12.998,1316217600000000000,21,Saturday,September,170
1323,Winter,0,1, Mist + Cloudy ,13.94,18.18,42,0.0,1355270400000000000,12,Wednesday,December,232
1324,Fall,0,1," Light Snow, Light Rain",25.42,28.79,83,15.0013,1347840000000000000,21,Monday,September,233
1325,Fall,0,1, Clear + Few clouds,30.34,34.09,58,11.0014,1310515200000000000,6,Wednesday,July,121
1326,Summer,1,0, Clear + Few clouds,26.24,30.305,65,16.9979,1334534400000000000,11,Monday,April,251
1327,Winter,0,1, Clear + Few clouds,9.84,12.88,75,6.0032,1355875200000000000,6,Wednesday,December,112
1328,Winter,0,1, Mist + Cloudy ,10.66,15.15,87,0.0,1323820800000000000,6,Wednesday,December,87
1329,Summer,0,1, Mist + Cloudy ,26.24,30.305,73,0.0,1336089600000000000,13,Friday,May,278
1330,Fall,0,0, Clear + Few clouds,28.7,32.575,70,6.0032,1310256000000000000,7,Sunday,July,65
1331,Winter,0,1, Clear + Few clouds,10.66,12.88,52,15.0013,1321488000000000000,23,Thursday,November,58
1332,Fall,0,1, Clear + Few clouds,26.24,29.545,78,6.0032,1312502400000000000,5,Friday,August,16
1333,Spring,0,1, Mist + Cloudy ,17.22,21.21,71,12.998,1326326400000000000,20,Thursday,January,240
1334,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,7.0015,1355011200000000000,5,Sunday,December,8
1335,Fall,0,0, Clear + Few clouds,35.26,40.15,47,12.998,1312675200000000000,14,Sunday,August,322
1336,Spring,0,1, Clear + Few clouds,15.58,19.695,46,12.998,1330646400000000000,11,Friday,March,194
1337,Fall,0,1, Clear + Few clouds,32.8,37.88,55,19.0012,1346976000000000000,16,Friday,September,470
1338,Fall,0,0, Clear + Few clouds,31.16,35.605,62,7.0015,1309651200000000000,11,Sunday,July,390
1339,Summer,0,1, Clear + Few clouds,28.7,32.575,48,16.9979,1339632000000000000,19,Thursday,June,579
1340,Spring,0,1, Clear + Few clouds,12.3,15.91,49,0.0,1328572800000000000,8,Tuesday,February,529
1341,Winter,0,1," Light Snow, Light Rain",19.68,23.485,100,15.0013,1323129600000000000,14,Tuesday,December,75
1342,Spring,0,0, Clear + Few clouds,5.74,6.06,46,19.9995,1294531200000000000,22,Sunday,January,15
1343,Fall,0,0, Mist + Cloudy ,23.78,27.275,56,8.9981,1316304000000000000,14,Sunday,September,311
1344,Fall,0,0, Mist + Cloudy ,26.24,28.79,83,12.998,1310169600000000000,6,Saturday,July,38
1345,Summer,0,1, Clear + Few clouds,32.8,40.15,66,8.9981,1307491200000000000,21,Wednesday,June,202
1346,Fall,0,0," Light Snow, Light Rain",27.88,31.82,65,6.0032,1309651200000000000,4,Sunday,July,5
1347,Fall,1,0, Clear + Few clouds,26.24,28.79,83,8.9981,1309737600000000000,0,Monday,July,140
1348,Winter,0,1, Clear + Few clouds,18.04,21.97,77,0.0,1349049600000000000,5,Monday,October,36
1349,Summer,0,1," Light Snow, Light Rain",22.14,25.76,88,16.9979,1305590400000000000,10,Tuesday,May,104
1350,Fall,0,0, Clear + Few clouds,25.42,28.79,83,7.0015,1344643200000000000,4,Saturday,August,10
1351,Summer,0,0, Clear + Few clouds,27.06,31.06,69,7.0015,1339286400000000000,0,Sunday,June,158
1352,Summer,0,1, Clear + Few clouds,22.14,25.76,56,6.0032,1338854400000000000,23,Tuesday,June,113
1353,Winter,0,1, Clear + Few clouds,11.48,15.15,61,6.0032,1323302400000000000,21,Thursday,December,139
1354,Fall,0,0, Clear + Few clouds,28.7,32.575,54,11.0014,1345248000000000000,10,Saturday,August,480
1355,Winter,1,0, Clear + Few clouds,13.94,15.91,76,15.0013,1349654400000000000,5,Monday,October,19
1356,Spring,0,1, Mist + Cloudy ,25.42,31.06,38,27.9993,1331510400000000000,17,Monday,March,644
1357,Fall,0,1, Clear + Few clouds,33.62,39.395,56,22.0028,1310947200000000000,14,Monday,July,138
1358,Summer,0,1, Clear + Few clouds,25.42,30.305,21,11.0014,1333411200000000000,16,Tuesday,April,485
1359,Fall,0,0, Clear + Few clouds,33.62,37.88,46,19.0012,1310256000000000000,12,Sunday,July,377
1360,Winter,0,1, Mist + Cloudy ,22.96,26.515,83,7.0015,1350604800000000000,0,Friday,October,56
1361,Fall,0,1, Mist + Cloudy ,27.06,31.06,57,12.998,1314835200000000000,21,Thursday,September,177
1362,Fall,0,1, Clear + Few clouds,27.88,31.82,79,16.9979,1344902400000000000,1,Tuesday,August,27
1363,Summer,0,1, Clear + Few clouds,21.32,25.0,77,0.0,1338940800000000000,23,Wednesday,June,123
1364,Winter,0,1, Clear + Few clouds,10.66,15.15,75,0.0,1323820800000000000,1,Wednesday,December,8
1365,Summer,0,1, Clear + Few clouds,37.72,43.94,40,16.9979,1307491200000000000,14,Wednesday,June,155
1366,Summer,0,0," Light Snow, Light Rain",27.88,31.82,83,19.0012,1307836800000000000,16,Sunday,June,350
1367,Winter,0,0, Clear + Few clouds,18.04,21.97,62,11.0014,1352592000000000000,20,Sunday,November,200
1368,Winter,0,1, Clear + Few clouds,13.94,15.15,46,26.0027,1354665600000000000,20,Wednesday,December,293
1369,Spring,0,1," Light Snow, Light Rain",14.76,18.18,73,7.0015,1328054400000000000,8,Wednesday,February,520
1370,Spring,0,1," Light Snow, Light Rain",13.94,15.91,0,16.9979,1299715200000000000,0,Thursday,March,3
1371,Winter,0,1, Clear + Few clouds,20.5,24.24,42,11.0014,1350345600000000000,18,Tuesday,October,838
1372,Fall,0,1, Clear + Few clouds,28.7,33.335,74,7.0015,1310083200000000000,6,Friday,July,102
1373,Fall,0,0, Clear + Few clouds,24.6,28.03,83,15.0013,1345248000000000000,7,Saturday,August,64
1374,Spring,0,1, Clear + Few clouds,5.74,7.575,59,11.0014,1294617600000000000,22,Monday,January,24
1375,Spring,0,0, Clear + Few clouds,16.4,20.455,37,19.0012,1325980800000000000,15,Sunday,January,330
1376,Fall,0,0, Clear + Few clouds,33.62,36.365,38,0.0,1310169600000000000,16,Saturday,July,416
1377,Summer,0,0, Mist + Cloudy ,27.88,31.82,65,19.9995,1336176000000000000,17,Saturday,May,502
1378,Summer,0,0, Clear + Few clouds,22.96,26.515,52,7.0015,1338595200000000000,23,Saturday,June,238
1379,Summer,0,0," Light Snow, Light Rain",22.14,25.76,94,8.9981,1305331200000000000,19,Saturday,May,248
1380,Fall,0,1, Clear + Few clouds,24.6,28.79,78,0.0,1314835200000000000,7,Thursday,September,342
1381,Winter,0,1, Clear + Few clouds,16.4,20.455,82,8.9981,1317686400000000000,5,Tuesday,October,27
1382,Fall,0,1, Clear + Few clouds,21.32,25.0,72,0.0,1347408000000000000,7,Wednesday,September,557
1383,Summer,0,1, Clear + Few clouds,22.14,25.76,100,0.0,1308268800000000000,5,Friday,June,13
1384,Winter,0,1, Clear + Few clouds,10.66,15.15,75,0.0,1323820800000000000,4,Wednesday,December,4
1385,Summer,0,1, Clear + Few clouds,24.6,29.545,73,11.0014,1339718400000000000,0,Friday,June,94
1386,Summer,0,1, Clear + Few clouds,23.78,27.275,60,19.0012,1339632000000000000,6,Thursday,June,181
1387,Fall,0,0, Mist + Cloudy ,25.42,28.03,88,11.0014,1310169600000000000,5,Saturday,July,15
1388,Winter,0,1, Clear + Few clouds,10.66,12.12,65,16.9979,1324252800000000000,11,Monday,December,127
1389,Winter,0,0, Clear + Few clouds,12.3,15.15,61,11.0014,1321056000000000000,9,Saturday,November,160
1390,Fall,0,1, Clear + Few clouds,32.8,37.88,55,23.9994,1310342400000000000,10,Monday,July,117
1391,Summer,1,0, Clear + Few clouds,14.76,18.18,81,7.0015,1302825600000000000,5,Friday,April,13
1392,Summer,0,1, Mist + Cloudy ,18.86,22.725,88,15.0013,1305158400000000000,0,Thursday,May,44
1393,Spring,0,1, Mist + Cloudy ,17.22,21.21,82,22.0028,1331856000000000000,1,Friday,March,26
1394,Winter,0,1, Mist + Cloudy ,24.6,27.275,88,8.9981,1349136000000000000,13,Tuesday,October,154
1395,Fall,0,0, Clear + Few clouds,26.24,29.545,78,6.0032,1310256000000000000,6,Sunday,July,25
1396,Spring,0,1, Clear + Few clouds,8.2,11.365,51,6.0032,1325721600000000000,2,Thursday,January,4
1397,Spring,0,1, Clear + Few clouds,15.58,19.695,46,26.0027,1329264000000000000,12,Wednesday,February,163
1398,Spring,0,1, Clear + Few clouds,8.2,9.85,40,15.0013,1294617600000000000,18,Monday,January,155
1399,Summer,0,1, Mist + Cloudy ,30.34,33.335,45,15.0013,1335830400000000000,15,Tuesday,May,234
1400,Winter,0,0, Clear + Few clouds,15.58,19.695,40,11.0014,1353110400000000000,17,Saturday,November,403
1401,Winter,0,1, Clear + Few clouds,23.78,27.275,53,16.9979,1317686400000000000,14,Tuesday,October,183
1402,Fall,0,1, Clear + Few clouds,31.16,33.335,31,15.0013,1313020800000000000,13,Thursday,August,217
1403,Summer,0,1, Clear + Few clouds,27.88,31.82,51,7.0015,1336089600000000000,20,Friday,May,313
1404,Winter,0,1, Mist + Cloudy ,14.76,16.665,62,19.0012,1320883200000000000,20,Thursday,November,168
1405,Winter,0,0, Mist + Cloudy ,17.22,21.21,71,0.0,1349568000000000000,12,Sunday,October,392
1406,Winter,0,1, Clear + Few clouds,25.42,31.06,57,16.9979,1318896000000000000,16,Tuesday,October,304
1407,Spring,0,1, Mist + Cloudy ,8.2,10.605,37,8.9981,1325635200000000000,18,Wednesday,January,289
1408,Summer,0,1," Light Snow, Light Rain",18.04,21.97,77,15.0013,1302566400000000000,18,Tuesday,April,224
1409,Fall,0,1, Mist + Cloudy ,27.06,30.305,78,12.998,1343779200000000000,8,Wednesday,August,681
